Restaurant Name,City,Cuisines,Average Cost for two,Price range,Has Online delivery,Has Table booking,Votes,Aggregate rating,Longitude,Latitude,price_bucket,content
Pind Balluchi,New Delhi,"north indian, mughlai",1000,3,offline,online,3,0.0,77.2197229,28.6291892,expensive,"north indian, mughlai New Delhi expensive offline online"
Queen's Way,New Delhi,"north indian, mughlai",500,2,offline,offline,2,0.0,77.2181061,28.6284974,moderate,"north indian, mughlai New Delhi moderate offline offline"
Sea Lord,New Delhi,"north indian, south indian",250,1,offline,offline,3,0.0,77.2164893,28.6219815,moderate,"north indian, south indian New Delhi moderate offline offline"
52 Janpath,New Delhi,"american, italian, north indian, european, thai",1550,3,offline,online,361,4.2,77.2196331,28.6271199,expensive,"american, italian, north indian, european, thai New Delhi expensive offline online"
Cafe Southall,New Delhi,"north indian, italian, continental, asian",1350,3,offline,online,162,4.2,77.2205314,28.6272055,expensive,"north indian, italian, continental, asian New Delhi expensive offline online"
Saravana Bhavan,New Delhi,south indian,500,2,online,offline,1869,4.2,77.2195882,28.6270708,moderate,south indian New Delhi moderate online offline
Tourist Janpath,New Delhi,"north indian, american, chinese",2000,4,offline,online,501,4.1,77.2196051,28.6291434,expensive,"north indian, american, chinese New Delhi expensive offline online"
Cafe Coffee Day,New Delhi,cafe,450,1,offline,offline,23,3.1,77.2865357,28.5377179,moderate,cafe New Delhi moderate offline offline
Cafe Punjabi,New Delhi,north indian,300,1,offline,offline,33,3.3,77.2872342,28.5373236,moderate,north indian New Delhi moderate offline offline
Chai Garam,New Delhi,"beverages, fast food",300,1,offline,offline,6,2.9,77.2866593,28.5377077,moderate,"beverages, fast food New Delhi moderate offline offline"
Chai Shots,New Delhi,"beverages, fast food",200,1,offline,offline,15,3.0,77.2862858,28.5398301,cheap,"beverages, fast food New Delhi cheap offline offline"
Chao Cart,New Delhi,chinese,400,1,offline,offline,4,3.1,77.2877168,28.53938,moderate,chinese New Delhi moderate offline offline
Deli Belly,New Delhi,"north indian, italian, continental",1000,3,offline,online,49,2.6,77.2884959,28.5398033,expensive,"north indian, italian, continental New Delhi expensive offline online"
Ego,New Delhi,"continental, italian",800,2,offline,online,14,3.3,77.2865123,28.5391313,expensive,"continental, italian New Delhi expensive offline online"
Fresh n Refresh,New Delhi,fast food,500,2,offline,offline,22,2.8,77.2970413,28.5413666,moderate,fast food New Delhi moderate offline offline
Jack Po!tato's,New Delhi,fast food,150,1,offline,offline,15,3.3,77.2875272,28.5372187,cheap,fast food New Delhi cheap offline offline
Moti Mahal Delux,New Delhi,"north indian, mughlai",950,2,online,online,26,2.8,77.2875567,28.5373632,expensive,"north indian, mughlai New Delhi expensive online online"
Pizza Hut Delivery,New Delhi,"italian, pizza, fast food",800,2,online,offline,47,2.5,77.2866858,28.5377272,expensive,"italian, pizza, fast food New Delhi expensive online offline"
Riviera,New Delhi,"continental, north indian, chinese, mughlai, asian",1000,3,offline,online,8,3.2,77.2935319,28.5404503,expensive,"continental, north indian, chinese, mughlai, asian New Delhi expensive offline online"
Subway,New Delhi,"american, fast food, salad, healthy food",500,2,online,offline,67,2.8,77.2866755,28.5376733,moderate,"american, fast food, salad, healthy food New Delhi moderate online offline"
Tamura,New Delhi,japanese,1500,3,offline,online,19,3.3,77.2874628,28.5374717,expensive,japanese New Delhi expensive offline online
ANF Kitchen Express,New Delhi,"north indian, fast food",450,1,offline,offline,49,3.5,77.2894195,28.5386022,moderate,"north indian, fast food New Delhi moderate offline offline"
Mumu Dahlin,New Delhi,"continental, north indian, chinese, cafe",1000,3,offline,online,92,3.8,77.294558,28.5398007,expensive,"continental, north indian, chinese, cafe New Delhi expensive offline online"
Startup Cafe,New Delhi,cafe,500,2,online,offline,78,3.7,77.2895211,28.5382002,moderate,cafe New Delhi moderate online offline
Starvin' Marvin,New Delhi,"italian, mexican, lebanese, continental",600,2,online,offline,170,3.8,77.2978344,28.5436226,moderate,"italian, mexican, lebanese, continental New Delhi moderate online offline"
Wok On Wheels,New Delhi,chinese,550,2,online,offline,80,3.8,77.2900843,28.5398573,moderate,chinese New Delhi moderate online offline
Chai Mantra,New Delhi,"fast food, beverages",200,1,offline,offline,3,0.0,77.2899644,28.5382385,cheap,"fast food, beverages New Delhi cheap offline offline"
Sagar Ratna,New Delhi,"south indian, north indian, chinese",600,2,online,offline,76,2.4,77.2882379,28.5398069,moderate,"south indian, north indian, chinese New Delhi moderate online offline"
Paatra - Jaypee Siddharth,New Delhi,north indian,3500,4,offline,online,120,3.4,77.1758533,28.6427453,expensive,north indian New Delhi expensive offline online
Eggspectation - Jaypee Siddharth,New Delhi,"european, continental, north indian",3000,4,offline,online,202,3.5,77.1758886,28.642764,expensive,"european, continental, north indian New Delhi expensive offline online"
Ano Tai - Jaypee Vasant Continental,New Delhi,chinese,2500,4,offline,online,64,3.4,77.16443762,28.55650347,expensive,chinese New Delhi expensive offline online
Tapas - Jaypee Vasant Continental,New Delhi,north indian,3000,4,offline,online,24,3.2,77.16443762,28.55650347,expensive,north indian New Delhi expensive offline online
The Old Baker - Jaypee Vasant Continental,New Delhi,bakery,500,2,offline,offline,17,3.3,77.16443762,28.55650347,moderate,bakery New Delhi moderate offline offline
Eggspectation - Jaypee Vasant Continental,New Delhi,"european, continental, north indian",3000,4,offline,online,162,3.6,77.16443762,28.55650347,expensive,"european, continental, north indian New Delhi expensive offline online"
Paatra - Jaypee Vasant Continental,New Delhi,"north indian, mughlai",2500,4,offline,online,79,3.5,77.16443762,28.55650347,expensive,"north indian, mughlai New Delhi expensive offline online"
Ambarsaria by Gourmet Affaire's,New Delhi,fast food,400,1,online,offline,43,3.1,77.2383021,28.5364178,moderate,fast food New Delhi moderate online offline
August Moon,New Delhi,"chinese, thai",1250,3,online,online,142,2.8,77.2385844,28.5366985,expensive,"chinese, thai New Delhi expensive online online"
Keventers,New Delhi,beverages,400,1,offline,offline,10,3.3,77.2385653,28.5364802,moderate,beverages New Delhi moderate offline offline
Moets Curry Leaf Express,New Delhi,"north indian, mughlai",900,2,online,online,23,3.2,77.2386159,28.5367169,expensive,"north indian, mughlai New Delhi expensive online online"
Natural Ice Cream,New Delhi,ice cream,150,1,online,offline,665,4.5,77.2386106,28.5367441,cheap,ice cream New Delhi cheap online offline
"34, Chowringhee Lane",New Delhi,fast food,300,1,offline,offline,15,3.2,77.1810079,28.5490023,moderate,fast food New Delhi moderate offline offline
Qureshi,New Delhi,"north indian, fast food",350,1,offline,offline,27,3.0,77.16718253,28.54865293,moderate,"north indian, fast food New Delhi moderate offline offline"
Shree Ram Sweet Centre,New Delhi,"mithai, street food",150,1,offline,offline,13,2.7,77.1807722,28.5494286,cheap,"mithai, street food New Delhi cheap offline offline"
Teflas,New Delhi,"north indian, chinese",300,1,offline,offline,53,3.4,77.1656368,28.5474027,moderate,"north indian, chinese New Delhi moderate offline offline"
The Viraj Food Zone,New Delhi,"north indian, chinese",500,2,offline,offline,29,3.2,77.1811526,28.5490027,moderate,"north indian, chinese New Delhi moderate offline offline"
RollsKing,New Delhi,fast food,300,1,offline,offline,14,3.5,77.1811374,28.5495565,moderate,fast food New Delhi moderate offline offline
Secular House Canteen,New Delhi,"north indian, mughlai, chinese",600,2,online,offline,414,3.8,77.1783133,28.5441245,moderate,"north indian, mughlai, chinese New Delhi moderate online offline"
Amul Ice-Cream Parlour,New Delhi,ice cream,200,1,offline,offline,1,0.0,77.1811823,28.5489782,cheap,ice cream New Delhi cheap offline offline
Sunny Restaurant & Tiffin,New Delhi,north indian,400,1,offline,offline,0,0.0,77.1810026,28.5488714,moderate,north indian New Delhi moderate offline offline
Kerala Cafe,New Delhi,"north indian, south indian",150,1,offline,offline,44,2.3,77.18089364,28.54979385,cheap,"north indian, south indian New Delhi cheap offline offline"
Veer Jee Restaurant,New Delhi,"north indian, mughlai",450,1,offline,offline,35,3.1,77.21763119,28.58429443,moderate,"north indian, mughlai New Delhi moderate offline offline"
Oval Bar - JW Marriott New Delhi,New Delhi,finger food,4500,4,offline,online,15,3.3,77.121445,28.552895,expensive,finger food New Delhi expensive offline online
Bakey Wish,New Delhi,"bakery, desserts",300,1,offline,offline,6,3.0,77.2398107,28.5531043,moderate,"bakery, desserts New Delhi moderate offline offline"
Bikaner Namkeen Bhandar,New Delhi,"mithai, street food",150,1,offline,offline,9,3.1,77.2416379,28.5526774,cheap,"mithai, street food New Delhi cheap offline offline"
Chhole Bhature Corner,New Delhi,north indian,150,1,offline,offline,21,3.3,77.2412786,28.5525536,cheap,north indian New Delhi cheap offline offline
Fresh n Frozen,New Delhi,"raw meats, fast food",200,1,offline,offline,9,3.1,77.2409194,28.5536849,cheap,"raw meats, fast food New Delhi cheap offline offline"
Pind Punjabi,New Delhi,north indian,500,2,online,offline,4,3.0,0.0,0.0,moderate,north indian New Delhi moderate online offline
Sanjha Chulha,New Delhi,"north indian, mughlai",700,2,offline,offline,13,3.1,77.2411888,28.5538898,expensive,"north indian, mughlai New Delhi expensive offline offline"
Shaan e Punjab,New Delhi,"north indian, mughlai",600,2,offline,offline,21,3.1,77.2402459,28.5571618,moderate,"north indian, mughlai New Delhi moderate offline offline"
Cafe 27,New Delhi,"north indian, chinese, italian",1550,3,offline,online,455,3.6,77.2408296,28.5536763,expensive,"north indian, chinese, italian New Delhi expensive offline online"
MR.D - Deliciousness Delivered,New Delhi,"north indian, italian, chinese",700,2,online,offline,367,3.5,77.2402908,28.556673,expensive,"north indian, italian, chinese New Delhi expensive online offline"
Pita Pit,New Delhi,"healthy food, salad",600,2,online,offline,540,3.8,77.236741,28.557442,moderate,"healthy food, salad New Delhi moderate online offline"
Al-Malik Chicken Point,New Delhi,"north indian, mughlai",400,1,offline,offline,1,0.0,77.2360071,28.5563436,moderate,"north indian, mughlai New Delhi moderate offline offline"
Amul Sweets & Bakery,New Delhi,"north indian, south indian, chinese, fast food, bakery, mithai",300,1,offline,offline,0,0.0,77.2355758,28.5565383,moderate,"north indian, south indian, chinese, fast food, bakery, mithai New Delhi moderate offline offline"
Elements - Mapple Express,New Delhi,"north indian, continental, chinese",1200,3,offline,online,0,0.0,77.243649,28.553673,expensive,"north indian, continental, chinese New Delhi expensive offline online"
Food 24,New Delhi,"north indian, mughlai",400,1,offline,offline,1,0.0,77.2415481,28.5551789,moderate,"north indian, mughlai New Delhi moderate offline offline"
Food Corner,New Delhi,north indian,100,1,offline,offline,0,0.0,77.241099,28.5527158,cheap,north indian New Delhi cheap offline offline
Food Master's Galley,New Delhi,"north indian, chinese",150,1,offline,offline,2,0.0,0.0,0.0,cheap,"north indian, chinese New Delhi cheap offline offline"
Habibi Express,New Delhi,"lebanese, arabian, moroccan",900,2,online,online,0,0.0,77.238586,28.555918,expensive,"lebanese, arabian, moroccan New Delhi expensive online online"
Hide Out Cafe,New Delhi,"cafe, chinese, italian",700,2,offline,offline,1,0.0,77.2408296,28.5536763,expensive,"cafe, chinese, italian New Delhi expensive offline offline"
Moriarty Delivers,New Delhi,fast food,400,1,offline,offline,0,0.0,77.2401111,28.5535184,moderate,fast food New Delhi moderate offline offline
Big Chill,New Delhi,"italian, continental, european, cafe",1500,3,offline,offline,1521,4.4,77.2421318,28.5527692,expensive,"italian, continental, european, cafe New Delhi expensive offline offline"
Maxims Pastry Shop,New Delhi,"bakery, desserts, fast food, beverages",300,1,offline,offline,729,4.2,77.2421767,28.5527286,moderate,"bakery, desserts, fast food, beverages New Delhi moderate offline offline"
Uncultured Cafe & Bar,New Delhi,"continental, chinese, italian, finger food",1500,3,offline,online,90,4.3,77.2412786,28.5526433,expensive,"continental, chinese, italian, finger food New Delhi expensive offline online"
2 Nice 2 Slice,New Delhi,"bakery, desserts",1750,3,offline,offline,17,3.2,77.25765813,28.53853483,expensive,"bakery, desserts New Delhi expensive offline offline"
Aggarwal Bikaneri Sweets,New Delhi,"mithai, street food",250,1,offline,offline,11,2.9,77.251157,28.5441688,moderate,"mithai, street food New Delhi moderate offline offline"
Aggarwal Sweet Corner & Restaurant,New Delhi,"north indian, south indian, chinese, mithai",300,1,offline,offline,38,2.6,77.25511976,28.54153378,moderate,"north indian, south indian, chinese, mithai New Delhi moderate offline offline"
Aggarwal Sweets India,New Delhi,"mithai, street food",100,1,offline,offline,9,2.8,77.26001167,28.53451667,cheap,"mithai, street food New Delhi cheap offline offline"
Aggarwal's Sweets Paradise,New Delhi,"mithai, north indian, south indian, street food",300,1,offline,offline,16,2.7,77.26306513,28.52530273,moderate,"mithai, north indian, south indian, street food New Delhi moderate offline offline"
Aggarwal's Sweets,New Delhi,"mithai, street food",150,1,offline,offline,7,2.9,77.263331,28.52576,cheap,"mithai, street food New Delhi cheap offline offline"
Anna Ka Dosa,New Delhi,south indian,200,1,online,offline,41,3.4,77.25950785,28.53920667,cheap,south indian New Delhi cheap online offline
Big Chow Xpress,New Delhi,"chinese, north indian",550,2,online,offline,58,2.6,77.26394121,28.53706949,moderate,"chinese, north indian New Delhi moderate online offline"
Bikaner Sweets & Namkeen,New Delhi,"mithai, street food",200,1,offline,offline,4,2.9,77.25476302,28.52562912,cheap,"mithai, street food New Delhi cheap offline offline"
Cafe Coffee Day,New Delhi,cafe,450,1,online,offline,33,2.9,77.2563653,28.5409875,moderate,cafe New Delhi moderate online offline
Cake Plaza,New Delhi,"bakery, desserts, fast food",200,1,online,offline,28,3.1,77.25926813,28.53930504,cheap,"bakery, desserts, fast food New Delhi cheap online offline"
Crispy Tokri,New Delhi,street food,200,1,offline,offline,100,3.1,77.25810573,28.54024549,cheap,street food New Delhi cheap offline offline
De Royale Food's,New Delhi,"north indian, chinese",550,2,offline,offline,22,3.2,77.25107197,28.54423341,moderate,"north indian, chinese New Delhi moderate offline offline"
Faasos,New Delhi,"north indian, fast food",600,2,online,offline,4,3.0,77.257337,28.537027,moderate,"north indian, fast food New Delhi moderate online offline"
Fouji Da Vaishno Dhaba,New Delhi,north indian,400,1,offline,offline,14,2.9,77.25989409,28.53320649,moderate,north indian New Delhi moderate offline offline
Fun Bytes,New Delhi,fast food,250,1,online,offline,13,2.5,77.251193,28.54442544,moderate,fast food New Delhi moderate online offline
G's Patisserie,New Delhi,"bakery, desserts",600,2,offline,offline,8,2.8,77.260126,28.537134,moderate,"bakery, desserts New Delhi moderate offline offline"
Giani,New Delhi,"ice cream, desserts",400,1,online,offline,17,3.2,77.258148,28.54013,moderate,"ice cream, desserts New Delhi moderate online offline"
Gopals 56,New Delhi,"ice cream, desserts",200,1,offline,offline,8,3.2,77.25543889,28.54143056,cheap,"ice cream, desserts New Delhi cheap offline offline"
Green Chick Chop,New Delhi,"raw meats, north indian, fast food",350,1,offline,offline,26,3.2,77.2537612,28.5421747,moderate,"raw meats, north indian, fast food New Delhi moderate offline offline"
